Query,Label
Quanto costa il progetto per la library?,follow_up_cost
Quali sono gli orari di apertura a Roma?,showroom
Quali sono gli orari di apertura a Cogorno?,showroom
È costoso quel disegno con open shelves?,follow_up_cost
Is the showroom in Cogorno open today?,showroom
Can you show me a library layout?,search
Where is your store in Milano?,showroom
Quali sono gli orari di apertura a Napoli?,showroom
Is the showroom in Sestri Levante open today?,showroom
Cerco un disegno per una garden in stile rustic.,search
Can you show me a library layout?,search
Can you show me a library layout?,search
Do aliens exist?,unsupported
Posso visitare lo showroom il sabato?,showroom
Dove si trova il vostro showroom a Napoli?,showroom
Quali sono gli orari di apertura a Milano?,showroom
How much does the bathroom design cost?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Can you show me a bathroom layout?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quanto costa il progetto per la living room?,follow_up_cost
Mi racconti una storia divertente?,unsupported
How much does the garden design cost?,follow_up_cost
How much does the library design cost?,follow_up_cost
Tell me something interesting.,unsupported
Sai cucinare?,unsupported
Che tempo fa a Roma?,unsupported
Where is your store in Roma?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
What's your favorite pizza topping?,unsupported
Posso visitare lo showroom il mercoledì?,showroom
Dove si trova il vostro showroom a Sestri Levante?,showroom
Can you tell me the price of the Scandinavian layout?,follow_up_cost
What's your favorite pizza topping?,unsupported
Raccontami una barzelletta.,unsupported
What's your favorite pizza topping?,unsupported
I'd like a vintage bedroom design.,search
Mostrami un progetto per una bathroom.,search
Quali sono gli orari di apertura a Cogorno?,showroom
What's your favorite animal?,unsupported
Raccontami una barzelletta.,unsupported
Can you do math?,unsupported
Posso visitare lo showroom il venerdì?,showroom
Mi racconti una storia divertente?,unsupported
Quali sono gli orari di apertura a Milano?,showroom
I'd like a modern library design.,search
What's your favorite pizza topping?,unsupported
Mostrami un progetto per una bathroom.,search
Quali sono gli orari di apertura a Napoli?,showroom
Dove si trova il vostro showroom a Sestri Levante?,showroom
Che tempo fa a Roma?,unsupported
How much does the library design cost?,follow_up_cost
È costoso quel disegno con open shelves?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Do aliens exist?,unsupported
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Che tempo fa a Roma?,unsupported
Can you do math?,unsupported
Quanto costa il progetto per la living room?,follow_up_cost
Qual è il tuo sport preferito?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Posso visitare lo showroom il domenica?,showroom
Cerco un disegno per una library in stile modern.,search
Quanto costa il progetto per la bedroom?,follow_up_cost
How much does the living room design cost?,follow_up_cost
I'd like a classic library design.,search
How much does the kitchen design cost?,follow_up_cost
Where is your store in Napoli?,showroom
What's your favorite animal?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Posso visitare lo showroom il mercoledì?,showroom
Posso visitare lo showroom il lunedì?,showroom
Quanto costa il progetto per la garden?,follow_up_cost
Quali sono gli orari di apertura a Roma?,showroom
Raccontami una barzelletta.,unsupported
Can you show me a bathroom layout?,search
Cerco un disegno per una living room in stile minimalist.,search
Quali sono gli orari di apertura a Roma?,showroom
Can you show me a kitchen layout?,search
Quanto costa il progetto per la bathroom?,follow_up_cost
What's your favorite pizza topping?,unsupported
Quanto costa il progetto per la garden?,follow_up_cost
Quali sono gli orari di apertura a Cogorno?,showroom
I'd like a minimalist bedroom design.,search
Is the showroom in Napoli open today?,showroom
I'd like a minimalist bathroom design.,search
Posso visitare lo showroom il sabato?,showroom
Mostrami un progetto per una library.,search
I'd like a minimalist bathroom design.,search
Where is your store in Milano?,showroom
Cerco un disegno per una bathroom in stile modern.,search
Posso visitare lo showroom il venerdì?,showroom
Posso visitare lo showroom il mercoledì?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Dove si trova il vostro showroom a Sestri Levante?,showroom
Posso visitare lo showroom il lunedì?,showroom
Quanto costa il progetto per la bedroom?,follow_up_cost
Dove si trova il vostro showroom a Milano?,showroom
Quali sono gli orari di apertura a Cogorno?,showroom
Dove si trova il vostro showroom a Milano?,showroom
Where is your store in Sestri Levante?,showroom
Where is your store in Sestri Levante?,showroom
È costoso quel disegno con bathtub?,follow_up_cost
Quali sono gli orari di apertura a Sestri Levante?,showroom
Is the showroom in Napoli open today?,showroom
Mostrami un progetto per una library.,search
Mostrami un progetto per una library.,search
Mi racconti una storia divertente?,unsupported
Tell me something interesting.,unsupported
Is the showroom in Napoli open today?,showroom
Quali sono gli orari di apertura a Roma?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quanto costa il progetto per la bathroom?,follow_up_cost
Mostrami un progetto per una bedroom.,search
I'd like a rustic library design.,search
Quali sono gli orari di apertura a Sestri Levante?,showroom
I'd like a vintage library design.,search
Tell me something interesting.,unsupported
È costoso quel disegno con island?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
I'd like a vintage garden design.,search
What's your favorite animal?,unsupported
What's your favorite pizza topping?,unsupported
Qual è il tuo sport preferito?,unsupported
Posso visitare lo showroom il sabato?,showroom
Qual è il tuo sport preferito?,unsupported
Can you show me a kitchen layout?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
How much does the bathroom design cost?,follow_up_cost
Cerco un disegno per una bedroom in stile minimalist.,search
Can you do math?,unsupported
Raccontami una barzelletta.,unsupported
Quali sono gli orari di apertura a Cogorno?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quanto costa il progetto per la kitchen?,follow_up_cost
What's your favorite pizza topping?,unsupported
Hai dei disegni per una garden?,search
Can you do math?,unsupported
È costoso quel disegno con island?,follow_up_cost
Quanto costa il progetto per la garden?,follow_up_cost
Quanto costa il progetto per la library?,follow_up_cost
Quanto costa il progetto per la kitchen?,follow_up_cost
What's your favorite pizza topping?,unsupported
Sai cucinare?,unsupported
Where is your store in Cogorno?,showroom
Posso visitare lo showroom il venerdì?,showroom
Quanto costa il progetto per la library?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Dove si trova il vostro showroom a Roma?,showroom
Quanto costa il progetto per la living room?,follow_up_cost
Can you show me a bedroom layout?,search
What's your favorite pizza topping?,unsupported
Tell me something interesting.,unsupported
Cerco un disegno per una bedroom in stile Scandinavian.,search
I'd like a vintage library design.,search
Sai cucinare?,unsupported
Hai dei disegni per una bedroom?,search
Tell me something interesting.,unsupported
I'd like a rustic bedroom design.,search
Can you tell me the price of the minimalist layout?,follow_up_cost
Hai dei disegni per una library?,search
I'd like a modern kitchen design.,search
Che tempo fa a Roma?,unsupported
I'd like a minimalist garden design.,search
How much does the living room design cost?,follow_up_cost
Mi racconti una storia divertente?,unsupported
Do aliens exist?,unsupported
Can you tell me the price of the classic layout?,follow_up_cost
Mi racconti una storia divertente?,unsupported
I'd like a rustic garden design.,search
Raccontami una barzelletta.,unsupported
Can you do math?,unsupported
Sai cucinare?,unsupported
How much does the library design cost?,follow_up_cost
Can you tell me the price of the vintage layout?,follow_up_cost
I'd like a modern bedroom design.,search
Hai dei disegni per una bathroom?,search
Hai dei disegni per una library?,search
Che tempo fa a Roma?,unsupported
Che tempo fa a Roma?,unsupported
Tell me something interesting.,unsupported
Cerco un disegno per una kitchen in stile modern.,search
Can you show me a library layout?,search
Qual è il tuo sport preferito?,unsupported
Quali sono gli orari di apertura a Milano?,showroom
Qual è il tuo sport preferito?,unsupported
Cerco un disegno per una bathroom in stile vintage.,search
Where is your store in Sestri Levante?,showroom
Dove si trova il vostro showroom a Napoli?,showroom
Tell me something interesting.,unsupported
Sai cucinare?,unsupported
How much does the kitchen design cost?,follow_up_cost
Posso visitare lo showroom il venerdì?,showroom
Mostrami un progetto per una bedroom.,search
Cerco un disegno per una library in stile Scandinavian.,search
Tell me something interesting.,unsupported
È costoso quel disegno con open shelves?,follow_up_cost
Che tempo fa a Roma?,unsupported
Where is your store in Napoli?,showroom
Raccontami una barzelletta.,unsupported
What's your favorite animal?,unsupported
Do aliens exist?,unsupported
Tell me something interesting.,unsupported
Can you tell me the price of the vintage layout?,follow_up_cost
Raccontami una barzelletta.,unsupported
Cerco un disegno per una library in stile rustic.,search
How much does the library design cost?,follow_up_cost
Hai dei disegni per una bathroom?,search
How much does the kitchen design cost?,follow_up_cost
Hai dei disegni per una living room?,search
I'd like a vintage library design.,search
Can you do math?,unsupported
Qual è il tuo sport preferito?,unsupported
Che tempo fa a Roma?,unsupported
È costoso quel disegno con bathtub?,follow_up_cost
Can you show me a garden layout?,search
Mi racconti una storia divertente?,unsupported
Qual è il tuo sport preferito?,unsupported
Dove si trova il vostro showroom a Sestri Levante?,showroom
Sai cucinare?,unsupported
Cerco un disegno per una kitchen in stile minimalist.,search
How much does the living room design cost?,follow_up_cost
Where is your store in Napoli?,showroom
Qual è il tuo sport preferito?,unsupported
Mostrami un progetto per una living room.,search
È costoso quel disegno con bathtub?,follow_up_cost
How much does the bedroom design cost?,follow_up_cost
Can you tell me the price of the vintage layout?,follow_up_cost
Sai cucinare?,unsupported
Quanto costa il progetto per la kitchen?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
How much does the kitchen design cost?,follow_up_cost
How much does the garden design cost?,follow_up_cost
Hai dei disegni per una living room?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Dove si trova il vostro showroom a Roma?,showroom
Is the showroom in Cogorno open today?,showroom
Che tempo fa a Roma?,unsupported
Is the showroom in Milano open today?,showroom
Mostrami un progetto per una living room.,search
